statecode,countycode,v136_numerator,v136_denominator,v136_rawvalue,v136_flag_CT,v136_cilow,v136_cihigh
06,001,136330,585820,0.2327165340889693,,0.22723347523013093,0.23819959294780768
06,003,45,435,0.10344827586206896,,0.03265697932613053,0.17423957239800741
06,005,2830,15745,0.17973959987297555,,0.1460170320448378,0.21346216770111331
06,007,17510,83320,0.21015362457993278,,0.19603601856406191,0.22427123059580364
06,009,3320,17200,0.1930232558139535,,0.162385932621604,0.22366057900630298
06,011,1170,7430,0.15746971736204576,,0.11136416662972534,0.20357526809436619
06,013,87025,408535,0.21301724454453108,,0.2060691859135012,0.21996530317556096
06,015,1615,9530,0.1694648478488982,,0.13510262150294672,0.2038270741948497
06,017,13265,75190,0.17641973666711,,0.1620380949653008,0.1908013783689192
06,019,86020,318320,0.2702312138728324,,0.262132174832117,0.2783302529135478
06,021,2085,9740,0.21406570841889117,,0.1712858963281857,0.25684552050959664
06,023,12975,54495,0.23809523809523808,,0.21905583711631602,0.2571346390741601
06,025,12310,47025,0.26177565124933544,,0.23650230477771175,0.2870489977209591
06,027,1345,7850,0.17133757961783438,,0.13838264970840294,0.20429250952726583
06,029,70355,277500,0.2535315315315315,,0.24353747660577607,0.26352558645728696
06,031,9400,43595,0.21562105746071797,,0.19452647775825435,0.23671563716318159
06,033,5570,26485,0.21030772135170853,,0.18503272012296376,0.2355827225804533
06,035,1490,8925,0.16694677871148458,,0.13916840056065985,0.19472515686230932
06,037,1080520,3363095,0.321287385577868,,0.31860353480247317,0.32397123635326286
06,039,11225,43855,0.25595713145593435,,0.23566829409565915,0.27624596881620955
06,041,22550,103710,0.2174332272683444,,0.20591974944109384,0.22894670509559498
06,043,1325,7595,0.17445687952600394,,0.13889681364003567,0.21001694541197222
06,045,7765,34555,0.2247142237013457,,0.20076327608189526,0.24866517132079613
06,047,19445,82760,0.23495650072498792,,0.21969611787691035,0.2502168835730655
06,049,450,3405,0.13215859030837004,,0.08794037773347835,0.17637680288326174
06,051,1035,5475,0.18904109589041096,,0.12499153660208867,0.25309065517873325
06,053,39625,130975,0.30253865241458294,,0.2899350198165367,0.3151422850126292
06,055,11290,49220,0.22937830150345387,,0.21374591042848448,0.24501069257842326
