statecode,countycode,v161_numerator,v161_denominator,v161_rawvalue,v161_otherdata1,v161_cilow,v161_cihigh,v161_sourceflag,v161_flag_CT
13,033,19,120256,14.478336979222632,15.799627461415646,8.434164833813746,23.181220042302417,,
13,035,37,131870,27.869173188508288,28.05793584590885,19.51922627863421,38.58268292813354,,
13,037,,,,,,,,
13,039,54,285282,17.660722909660507,18.92863903085368,13.189872595053057,23.159688452607043,,
13,043,15,55211,28.747157362955246,27.1684990309902,15.716338435564348,48.232845341828906,,
13,045,111,625202,18.066584433625184,17.754261822578943,14.637935490974243,21.495233376276126,,
13,047,65,343069,18.98735143954623,18.946625897414226,14.55749347344231,24.34092762665025,,
13,049,13,64932,18.07938370804308,20.02094498860346,9.626510391823256,30.916296752777612,,
13,051,198,1497890,12.726784632240523,13.218594155779128,10.915984610724275,14.537584653756772,,
13,053,,,,,,,,
13,055,33,125239,25.579702512498898,26.34961952746349,17.38016681188416,36.30834588130622,,
13,057,195,1401282,13.07252386005833,13.91582850561129,11.193273198208738,14.951774521907923,,
13,059,73,646309,12.4602135084697,11.294906925325193,9.656494322489575,15.824030701677044,,
13,061,,,,,,,,
13,063,166,1482313,11.337429281442391,11.198714441551818,9.555253197674823,13.11960536520996,,
13,065,,,,,,,,
13,067,479,3865979,12.114130420851412,12.39013455582661,11.016576150719908,13.211684690982915,,
13,069,39,216944,18.178805958276605,17.97698945349952,12.864405043686192,24.951831477922173,,
13,071,43,230260,18.851692063782615,18.67454182228785,13.528299701022615,25.57444894665828,,
13,073,150,815069,18.4185581056543,18.403349900437878,15.442929104280124,21.394187107028472,,
13,075,10,87618,10.71968179383056,11.413179940194938,5.140504090027172,19.713876484567983,,
13,077,133,767812,17.160433160187377,17.32194860200153,14.17509214018688,20.145774180187875,,
13,079,15,61150,26.692508671398457,24.529844644317254,14.593042876459496,44.78549396303289,,
13,081,11,100720,9.911338719383076,10.921366163621922,4.752872165846933,18.227304790249132,,
13,083,14,80697,16.243725035107854,17.348848160402493,8.649099459226587,27.777264516627447,,
13,085,29,151228,18.4333135869232,19.176343005263575,12.147669805344282,26.819503482571267,,
13,087,20,142955,14.521272414374264,13.990416564653213,8.74275458744701,22.67676565684232,,
13,089,448,3815846,11.593581851389677,11.740515733601407,10.505500217215458,12.681663485563897,,
13,091,18,99419,15.77686364516899,18.105191160643336,9.190604468932822,25.260287024739515,,
13,093,,,,,,,,
13,095,50,419350,12.453196317225826,11.92321449862883,9.182003894342245,16.511131612660474,,
13,097,98,742165,13.478041317257718,13.20461083451793,10.90454028652422,16.476206585029,,
13,099,11,52237,23.32052526304278,21.057870857821083,11.18309832342662,42.8872762674227,,
13,101,,,,,,,,
13,103,50,346236,14.374083043055508,14.441017109717073,10.634025765702889,19.003300076601068,,
13,105,15,98893,14.978693743946243,15.167908749860961,8.188991253301753,25.13170292466472,,
13,107,16,114495,14.460360399995677,13.974409362854274,8.265345392215824,23.482719345809578,,
13,109,11,53628,20.076707849737392,20.511673006638322,10.02222022264279,35.922776101713005,,
13,111,36,129884,28.58790412063567,27.71703982014721,18.996454674489243,41.31748108570001,,
13,113,93,606883,15.163173810811099,15.324205818914024,12.077383300169616,18.797035319710716,,
